article_number,name,device_standard,device_type,price_euro,calibration_type,category,search_text
6915,Neuberger,400 V AC/DC,Voltmeter,75.57,ISO,Elektrische Messtechnik,Neuberger 400 V AC/DC Voltmeter
6916,Neuberger,lM10,Isolationsmesser,123.79,ISO,Sonstige Messtechnik,Neuberger lM10 Isolationsmesser
6917,Neuberger,TG 0701,VDE 0701 - Tester,114.65,ISO,Sonstige Messtechnik,Neuberger TG 0701 VDE 0701 - Tester
6918,Newport,204-2C1D1D4 FS1,Digital Einbauinstrument,71.66,ISO,Sonstige Messtechnik,Newport 204-2C1D1D4 FS1 Digital Einbauinstrument
6919,Nicolet,320,Oszilloskop,233.25,ISO,Elektrische Messtechnik,Nicolet 320 Oszilloskop
6920,Norma,1701 10123,Wattmeter,147.25,ISO,Sonstige Messtechnik,Norma 1701 10123 Wattmeter
6921,Norma,1704 10142,Wattmeter,123.79,ISO,Sonstige Messtechnik,Norma 1704 10142 Wattmeter
6922,Norma,3232,Digitalmultimeter,105.54,ISO,Elektrische Messtechnik,Norma 3232 Digitalmultimeter
6923,Norma,3745,Digitalmultimeter,96.41,ISO,Elektrische Messtechnik,Norma 3745 Digitalmultimeter
6924,Norma,50212,Wattmeter,117.28,ISO,Sonstige Messtechnik,Norma 50212 Wattmeter
6925,Norma,950,VDE 701 Tester,113.37,ISO,Sonstige Messtechnik,Norma 950 VDE 701 Tester
6926,Norma,A1710,Multimeter,87.30,ISO,Elektrische Messtechnik,Norma A1710 Multimeter
6927,Norma,A1776,Analogmultimeter,66.45,ISO,Elektrische Messtechnik,Norma A1776 Analogmultimeter
6928,Norma,D141,Wattmeter,123.79,ISO,Sonstige Messtechnik,Norma D141 Wattmeter
6929,Norma,D3012,Digitalmultimeter,207.19,ISO,Elektrische Messtechnik,Norma D3012 Digitalmultimeter
6930,Norma,D3210,Digitalmultimeter,119.88,ISO,Elektrische Messtechnik,Norma D3210 Digitalmultimeter
6931,Norma,D3230,Digitalmultimeter,89.91,ISO,Elektrische Messtechnik,Norma D3230 Digitalmultimeter
6932,Norma,D3635,Multizähler,130.30,ISO,Sonstige Messtechnik,Norma D3635 Multizähler
6933,Norma,D4045,Precisions Multimeter,149.84,ISO,Elektrische Messtechnik,Norma D4045 Precisions Multimeter
6934,Norma,D4135,Multifunktionsmeter,132.92,ISO,Sonstige Messtechnik,Norma D4135 Multifunktionsmeter
6935,Norma,D4135A,Multifunktionsmeter,130.30,ISO,Sonstige Messtechnik,Norma D4135A Multifunktionsmeter
6936,Norma,D4845,Precisions Multimeter,149.84,ISO,Elektrische Messtechnik,Norma D4845 Precisions Multimeter
6937,Norma,R1,WiderstandsMessbrücke,109.46,ISO,Elektrische Messtechnik,Norma R1 WiderstandsMessbrücke
6938,Norma,Unilap Iso,Isolationsmesser,119.88,ISO,Sonstige Messtechnik,Norma Unilap Iso Isolationsmesser
6939,Norma,URC,Analog Millivoltmeter,113.37,ISO,Elektrische Messtechnik,Norma URC Analog Millivoltmeter
6940,NSE,NSP3000,Sicherheitstester,160.28,ISO,Sonstige Messtechnik,NSE NSP3000 Sicherheitstester
6941,Ohmmite,3420,Widerstandsdekade,45.60,ISO,Elektrische Messtechnik,Ohmmite 3420 Widerstandsdekade
6942,Oltronix,B32-10R,Stromversorgung,99.04,ISO,Elektrische Messtechnik,Oltronix B32-10R Stromversorgung
6943,Orion,EMG TR1667,Digitalmultimeter,101.63,ISO,Elektrische Messtechnik,Orion EMG TR1667 Digitalmultimeter
6944,Orion,EMG TR4653,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Orion EMG TR4653 Oszilloskop
6945,Orion,EMG TR4657,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Orion EMG TR4657 Oszilloskop
6946,Peak Tech,355,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Peak Tech 355 Digitalmultimeter
6947,Peak Tech,365 eff,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Peak Tech 365 eff Digitalmultimeter
6948,Peak Tech,451 RS,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Peak Tech 451 RS Digitalmultimeter
6949,Peak Tech,1575 AC/DC,Stromzange,61.24,ISO,Elektrische Messtechnik,Peak Tech 1575 AC/DC Stromzange
6950,Peak Tech,3150,Thermometer,79.48,ISO,Temperaturmesstechnik,Peak Tech 3150 Thermometer
6951,Peak Tech,6220,"Stromzange, Mini",61.24,ISO,Elektrische Messtechnik,"Peak Tech 6220 Stromzange, Mini"
6952,Peak Tech,8801 X,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Peak Tech 8801 X Digitalmultimeter
6953,Philips,PE1536,Labornetzgerät,114.65,ISO,Elektrische Messtechnik,Philips PE1536 Labornetzgerät
6954,Philips,PM 2360 E,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 2360 E Oszilloskop
6955,Philips,PM 2400 / 02,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2400 / 02 Analogmultimeter
6956,Philips,PM 2403,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2403 Analogmultimeter
6957,Philips,PM 2404,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2404 Analogmultimeter
6958,Philips,PM 2411,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2411 Analogmultimeter
6959,Philips,PM 2412,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2412 Analogmultimeter
6960,Philips,PM 2412 A,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2412 A Analogmultimeter
6961,Philips,PM 2421,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2421 Analogmultimeter
6962,Philips,PM 2422,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2422 Digitalmultimeter
6963,Philips,PM 2422 A,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2422 A Digitalmultimeter
6964,Philips,PM 2454,AC-Voltmeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2454 AC-Voltmeter
6965,Philips,PM 2502,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2502 Analogmultimeter
6966,Philips,PM 2503,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2503 Analogmultimeter
6967,Philips,PM 2504,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2504 Digitalmultimeter
6968,Philips,PM 2505,Analogmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2505 Analogmultimeter
6969,Philips,PM 2517 E,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2517 E Digitalmultimeter
6970,Philips,PM 2517 X,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2517 X Digitalmultimeter
6971,Philips,PM 2518,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2518 Digitalmultimeter
6972,Philips,PM 2518 X,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2518 X Digitalmultimeter
6973,Philips,PM 2519,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2519 Digitalmultimeter
6974,Philips,PM 2521,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2521 Digitalmultimeter
6975,Philips,PM 2522,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2522 Digitalmultimeter
6976,Philips,PM 2522 A,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2522 A Digitalmultimeter
6977,Philips,PM 2523,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2523 Digitalmultimeter
6978,Philips,PM 2524,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2524 Digitalmultimeter
6979,Philips,PM 2525,Digitalmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2525 Digitalmultimeter
6980,Philips,PM 2526,Digitalmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2526 Digitalmultimeter
6981,Philips,PM 2527,Digitalmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2527 Digitalmultimeter
6982,Philips,PM 2528,Digitalmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2528 Digitalmultimeter
6983,Philips,PM 2534,Digitalmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2534 Digitalmultimeter
6984,Philips,PM 2535,Tischmultimeter,92.51,ISO,Elektrische Messtechnik,Philips PM 2535 Tischmultimeter
6985,Philips,PM 2554,AC-mV Meter,92.51,ISO,Chemie & Analytik,Philips PM 2554 AC-mV Meter
6986,Philips,PM 2618,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2618 Digitalmultimeter
6987,Philips,PM 2618 X,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2618 X Digitalmultimeter
6988,Philips,PM 2713,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2713 Digitalmultimeter
6989,Philips,PM 2718,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2718 Digitalmultimeter
6990,Philips,PM 2718 X,Digitalmultimeter,61.24,ISO,Elektrische Messtechnik,Philips PM 2718 X Digitalmultimeter
6991,Philips,PM 2811/111,Labornetzgerät,114.65,ISO,Elektrische Messtechnik,Philips PM 2811/111 Labornetzgerät
6992,Philips,PM 2812,Netzgerät,101.63,ISO,Elektrische Messtechnik,Philips PM 2812 Netzgerät
6993,Philips,PM 3010,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3010 Oszilloskop
6994,Philips,PM 3050,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3050 Oszilloskop
6995,Philips,PM 3055,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3055 Oszilloskop
6996,Philips,PM 3057,Oszilloskop,186.33,ISO,Elektrische Messtechnik,Philips PM 3057 Oszilloskop
6997,Philips,PM 3065 A,Oszilloskop,186.33,ISO,Elektrische Messtechnik,Philips PM 3065 A Oszilloskop
6998,Philips,PM 3070,Oszilloskop,186.33,ISO,Elektrische Messtechnik,Philips PM 3070 Oszilloskop
6999,Philips,PM 3082,Oszilloskop,198.07,ISO,Elektrische Messtechnik,Philips PM 3082 Oszilloskop
7000,Philips,PM 3084,Oszilloskop,260.60,ISO,Elektrische Messtechnik,Philips PM 3084 Oszilloskop
7001,Philips,PM 3092,Oszilloskop,198.07,ISO,Elektrische Messtechnik,Philips PM 3092 Oszilloskop
7002,Philips,PM 3094,Oszilloskop,260.60,ISO,Elektrische Messtechnik,Philips PM 3094 Oszilloskop
7003,Philips,PM 3110,Oszilloskop,110.74,ISO,Elektrische Messtechnik,Philips PM 3110 Oszilloskop
7004,Philips,PM 3200,Oszilloskop,105.54,ISO,Elektrische Messtechnik,Philips PM 3200 Oszilloskop
7005,Philips,PM 3207,2-Kanal-Oszilloskop,131.61,ISO,Elektrische Messtechnik,Philips PM 3207 2-Kanal-Oszilloskop
7006,Philips,PM 3208,2-Kanal-Oszilloskop,131.61,ISO,Elektrische Messtechnik,Philips PM 3208 2-Kanal-Oszilloskop
7007,Philips,PM 3209,2-Kanal-Oszilloskop,158.98,ISO,Elektrische Messtechnik,Philips PM 3209 2-Kanal-Oszilloskop
7008,Philips,PM 3211,Oszilloskop,126.39,ISO,Elektrische Messtechnik,Philips PM 3211 Oszilloskop
7009,Philips,PM 3212,Oszilloskop,126.39,ISO,Elektrische Messtechnik,Philips PM 3212 Oszilloskop
7010,Philips,PM 3214,Oszilloskop,126.39,ISO,Elektrische Messtechnik,Philips PM 3214 Oszilloskop
7011,Philips,PM 3215,Oszilloskop,126.39,ISO,Elektrische Messtechnik,Philips PM 3215 Oszilloskop
7012,Philips,PM 3216,Oszilloskop,126.39,ISO,Elektrische Messtechnik,Philips PM 3216 Oszilloskop
7013,Philips,PM 3217,Oszilloskop,160.28,ISO,Elektrische Messtechnik,Philips PM 3217 Oszilloskop
7014,Philips,PM 3218,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3218 Oszilloskop
7015,Philips,PM 3219,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3219 Oszilloskop
7016,Philips,PM 3225,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3225 Oszilloskop
7017,Philips,PM 3226,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3226 Oszilloskop
7018,Philips,PM 3226 P,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3226 P Oszilloskop
7019,Philips,PM 3230,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3230 Oszilloskop
7020,Philips,PM 3231,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3231 Oszilloskop
7021,Philips,PM 3232,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3232 Oszilloskop
7022,Philips,PM 3233,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3233 Oszilloskop
7023,Philips,PM 3234,Oszilloskop,129.00,ISO,Elektrische Messtechnik,Philips PM 3234 Oszilloskop
7024,Philips,PM 3240,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3240 Oszilloskop
7025,Philips,PM 3243,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3243 Oszilloskop
7026,Philips,PM 3244,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3244 Oszilloskop
7027,Philips,PM 3253,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3253 Oszilloskop
7028,Philips,PM 3254,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3254 Oszilloskop
7029,Philips,PM 3256,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3256 Oszilloskop
7030,Philips,PM 3260,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3260 Oszilloskop
7031,Philips,PM 3260E,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3260E Oszilloskop
7032,Philips,PM 3261,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3261 Oszilloskop
7033,Philips,PM 3262,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3262 Oszilloskop
7034,Philips,PM 3264,Oszilloskop,207.19,ISO,Elektrische Messtechnik,Philips PM 3264 Oszilloskop
7035,Philips,PM 3265,Oszilloskop,207.19,ISO,Elektrische Messtechnik,Philips PM 3265 Oszilloskop
7036,Philips,PM 3266,Oszilloskop,207.19,ISO,Elektrische Messtechnik,Philips PM 3266 Oszilloskop
7037,Philips,PM 3267,Oszilloskop,207.19,ISO,Elektrische Messtechnik,Philips PM 3267 Oszilloskop
7038,Philips,PM 3285 A,Oszilloskop,207.19,ISO,Elektrische Messtechnik,Philips PM 3285 A Oszilloskop
7039,Philips,PM 3287,Oszilloskop,179.82,ISO,Elektrische Messtechnik,Philips PM 3287 Oszilloskop
7040,Philips,PM 3295,Oszilloskop,179.82,ISO,Elektrische Messtechnik,Philips PM 3295 Oszilloskop
7041,Philips,PM 3302,Oszilloskop,147.25,ISO,Elektrische Messtechnik,Philips PM 3302 Oszilloskop
7042,Philips,PM 3305,Oszilloskop,147.25,ISO,Elektrische Messtechnik,Philips PM 3305 Oszilloskop
7043,Philips,PM 3308,Oszilloskop,186.33,ISO,Elektrische Messtechnik,Philips PM 3308 Oszilloskop
7044,Philips,PM 3310,Oszilloskop,147.25,ISO,Elektrische Messtechnik,Philips PM 3310 Oszilloskop
7045,Philips,PM 3311,Oszilloskop,239.76,ISO,Elektrische Messtechnik,Philips PM 3311 Oszilloskop
7046,Philips,PM 3320,Oszilloskop,267.13,ISO,Elektrische Messtechnik,Philips PM 3320 Oszilloskop
7047,Philips,PM 3323,Oszilloskop,267.13,ISO,Elektrische Messtechnik,Philips PM 3323 Oszilloskop
7048,Philips,PM 3331,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3331 Oszilloskop
7049,Philips,PM 3335,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3335 Oszilloskop
7050,Philips,PM 3350,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3350 Oszilloskop
7051,Philips,PM 3350 A,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3350 A Oszilloskop
7052,Philips,PM 3352/40,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3352/40 Oszilloskop
7053,Philips,PM 3355,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3355 Oszilloskop
7054,Philips,PM 3365,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3365 Oszilloskop
7055,Philips,PM 3365 A,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3365 A Oszilloskop
7056,Philips,PM 3367 A,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3367 A Oszilloskop
7057,Philips,PM 3375,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3375 Oszilloskop
7058,Philips,PM 3382 A,Oszilloskop,194.16,ISO,Elektrische Messtechnik,Philips PM 3382 A Oszilloskop
7059,Philips,PM 3384 A,Oszilloskop,258.00,ISO,Elektrische Messtechnik,Philips PM 3384 A Oszilloskop
7060,Philips,PM 3392,Oszilloskop,194.16,ISO,Elektrische Messtechnik,Philips PM 3392 Oszilloskop
7061,Philips,PM 3394,Oszilloskop,258.00,ISO,Elektrische Messtechnik,Philips PM 3394 Oszilloskop
7062,Philips,PM 33 A/40,Oszilloskop,135.51,ISO,Elektrische Messtechnik,Philips PM 33 A/40 Oszilloskop
7063,Philips,PM 3540,Oszilloskop,156.37,ISO,Elektrische Messtechnik,Philips PM 3540 Oszilloskop
7064,Philips,PM 6603,Universalzähler,139.42,ISO,Chemie & Analytik,Philips PM 6603 Universalzähler
7065,Philips,PM 6604,Universalzähler,123.79,ISO,Chemie & Analytik,Philips PM 6604 Universalzähler
7066,Philips,PM 6611,Counter,123.79,ISO,Chemie & Analytik,Philips PM 6611 Counter
7067,Philips,PM 6612,Frequenzzähler,153.75,ISO,Elektrische Messtechnik,Philips PM 6612 Frequenzzähler
7068,Philips,PM 6613,Frequenzzähler,113.37,ISO,Elektrische Messtechnik,Philips PM 6613 Frequenzzähler
7069,Philips,PM 6614,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Philips PM 6614 Frequenzzähler
7070,Philips,PM 6615,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Philips PM 6615 Frequenzzähler
7071,Philips,PM 6620,Frequenzzähler,147.25,ISO,Elektrische Messtechnik,Philips PM 6620 Frequenzzähler
7072,Philips,PM 6622,Frequenzzähler,147.25,ISO,Elektrische Messtechnik,Philips PM 6622 Frequenzzähler
7073,Philips,PM 6624,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Philips PM 6624 Frequenzzähler
7074,Philips,PM 6625,Frequenzzähler,132.92,ISO,Elektrische Messtechnik,Philips PM 6625 Frequenzzähler
7075,Philips,PM 6650,Frequenzzähler,130.30,ISO,Elektrische Messtechnik,Philips PM 6650 Frequenzzähler
7076,Philips,PM 6652A,Counter,130.30,ISO,Chemie & Analytik,Philips PM 6652A Counter
7077,Philips,PM 6652C,Counter,196.75,ISO,Chemie & Analytik,Philips PM 6652C Counter
7078,Philips,PM 6654,Frequenzzähler,126.39,ISO,Elektrische Messtechnik,Philips PM 6654 Frequenzzähler
7079,Philips,PM 6661,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Philips PM 6661 Frequenzzähler
7080,Philips,PM 6662,Frequenzzähler,106.86,ISO,Elektrische Messtechnik,Philips PM 6662 Frequenzzähler
7081,Philips,PM 6665,Timer/Counter,126.39,ISO,Zeit & Frequenz,Philips PM 6665 Timer/Counter
7082,Philips,PM 6666,Universalzähler,139.42,ISO,Chemie & Analytik,Philips PM 6666 Universalzähler
7083,Philips,PM 6667,Frequenzzähler,123.79,ISO,Elektrische Messtechnik,Philips PM 6667 Frequenzzähler
7084,Philips,PM 6668,Frequenzzähler,123.79,ISO,Elektrische Messtechnik,Philips PM 6668 Frequenzzähler
7085,Philips,PM 6669,Frequenzzähler,123.79,ISO,Elektrische Messtechnik,Philips PM 6669 Frequenzzähler
7086,Philips,PM 6670,Frequenzzähler,149.84,ISO,Elektrische Messtechnik,Philips PM 6670 Frequenzzähler
7087,Philips,PM 6671,Timer/Counter,147.25,ISO,Zeit & Frequenz,Philips PM 6671 Timer/Counter
7088,Philips,PM 6672,Frequenzzähler,220.22,ISO,Elektrische Messtechnik,Philips PM 6672 Frequenzzähler
7089,Philips,PM 6673,Frequenzzähler,149.84,ISO,Elektrische Messtechnik,Philips PM 6673 Frequenzzähler
7090,Philips,PM 6674,Frequenzzähler,149.84,ISO,Elektrische Messtechnik,Philips PM 6674 Frequenzzähler
7091,Philips,PM 6675,Frequenzzähler,149.84,ISO,Elektrische Messtechnik,Philips PM 6675 Frequenzzähler
7092,Philips,PM 6676,Frequenzzähler,149.84,ISO,Elektrische Messtechnik,Philips PM 6676 Frequenzzähler
7093,Philips,PM 6680,Zähler/Phasenmesser,147.25,ISO,Chemie & Analytik,Philips PM 6680 Zähler/Phasenmesser
7094,Philips,PM 727,Multimeter,84.69,ISO,Elektrische Messtechnik,Philips PM 727 Multimeter
7095,Philips,PM 7671,Frequenzzähler,123.79,ISO,Elektrische Messtechnik,Philips PM 7671 Frequenzzähler
7096,Philips,PM 8043,XY-Schreiber,290.58,ISO,Chemie & Analytik,Philips PM 8043 XY-Schreiber
7097,Philips,PM 8133 / 01,XY-Schreiber,147.25,ISO,Chemie & Analytik,Philips PM 8133 / 01 XY-Schreiber
7098,Philips,PM 8222,Zweikanalschreiber,290.58,ISO,Chemie & Analytik,Philips PM 8222 Zweikanalschreiber
7099,Philips,PM 8277,XY-Schreiber,329.68,ISO,Chemie & Analytik,Philips PM 8277 XY-Schreiber
7100,Philips,PM 8278/02,XYT-Schreiber,190.24,ISO,Chemie & Analytik,Philips PM 8278/02 XYT-Schreiber
7101,Philips,PM 97,Oszilloskop,198.07,ISO,Elektrische Messtechnik,Philips PM 97 Oszilloskop
7102,Poligrat,PG 10,Schutzleiterprüfgerät,106.86,ISO,Elektrische Messtechnik,Poligrat PG 10 Schutzleiterprüfgerät
7103,Prema,5000,Digital Tischmultimeter,131.61,ISO,Elektrische Messtechnik,Prema 5000 Digital Tischmultimeter
7104,Prema,5001,Digital Tischmultimeter,131.61,ISO,Elektrische Messtechnik,Prema 5001 Digital Tischmultimeter
7105,Prema,6001,Digital Tischmultimeter,131.61,ISO,Elektrische Messtechnik,Prema 6001 Digital Tischmultimeter
7106,R&S,BOL,Oszilloskop,139.42,ISO,Elektrische Messtechnik,R&S BOL Oszilloskop
7107,R&S,MM635,Digital Tischmultimeter,87.30,ISO,Elektrische Messtechnik,R&S MM635 Digital Tischmultimeter
7108,Racal,1990,Frequenzzähler,109.46,ISO,Elektrische Messtechnik,Racal 1990 Frequenzzähler
7109,Racal,1991,Frequenzzähler,132.92,ISO,Elektrische Messtechnik,Racal 1991 Frequenzzähler
7110,Racal,1992,Universalzähler,162.87,ISO,Sonstige Messtechnik,Racal 1992 Universalzähler
7111,Racal,4009,Digitalmultimeter,166.78,ISO,Elektrische Messtechnik,Racal 4009 Digitalmultimeter
7112,Racal,8939,Frequenzzähler,109.46,ISO,Elektrische Messtechnik,Racal 8939 Frequenzzähler
7113,Racal,9013,Frequenzzähler,102.95,ISO,Elektrische Messtechnik,Racal 9013 Frequenzzähler
7114,Racal,9039,Frequenzzähler,113.37,ISO,Elektrische Messtechnik,Racal 9039 Frequenzzähler
7115,Racal,9500,Universalzähler,143.33,ISO,Sonstige Messtechnik,Racal 9500 Universalzähler
7116,Racal,9835,Universalzähler,117.28,ISO,Sonstige Messtechnik,Racal 9835 Universalzähler
7117,Racal,9839,Frequenzzähler,102.95,ISO,Elektrische Messtechnik,Racal 9839 Frequenzzähler
7118,Racal,9900,Universalzähler,143.33,ISO,Sonstige Messtechnik,Racal 9900 Universalzähler
7119,Racal,9906,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Racal 9906 Frequenzzähler
7120,Racal,9913,Frequenzzähler,117.28,ISO,Elektrische Messtechnik,Racal 9913 Frequenzzähler
7121,Racal,9914,Frequenzzähler,109.46,ISO,Elektrische Messtechnik,Racal 9914 Frequenzzähler
7122,Racal,9916,Frequenzzähler,143.33,ISO,Elektrische Messtechnik,Racal 9916 Frequenzzähler
7123,Racal,9917,Frequenzzähler,109.46,ISO,Elektrische Messtechnik,Racal 9917 Frequenzzähler
7124,Racal,9917A,Frequenzzähler,109.46,ISO,Elektrische Messtechnik,Racal 9917A Frequenzzähler
7125,RFT,DM2020,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT DM2020 Digitalmultimeter
7126,RFT,EO174A,Oszilloskop,149.84,ISO,Elektrische Messtechnik,RFT EO174A Oszilloskop
7127,RFT,EO174B,Oszilloskop,149.84,ISO,Elektrische Messtechnik,RFT EO174B Oszilloskop
7128,RFT,EO203,Oszilloskop,149.84,ISO,Elektrische Messtechnik,RFT EO203 Oszilloskop
7129,RFT,EO213,Oszilloskop,149.84,ISO,Elektrische Messtechnik,RFT EO213 Oszilloskop
7130,RFT,G1001,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1001 Digitalmultimeter
7131,RFT,G1002,Digitalmultimeter,75.57,ISO,Elektrische Messtechnik,RFT G1002 Digitalmultimeter
7132,RFT,G1004,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1004 Digitalmultimeter
7133,RFT,G1006,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1006 Digitalmultimeter
7134,RFT,G1202,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1202 Digitalmultimeter
7135,RFT,G1204,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1204 Digitalmultimeter
7136,RFT,G1211,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT G1211 Digitalmultimeter
7137,RFT,GSR3000,Stromversorgung,84.69,ISO,Elektrische Messtechnik,RFT GSR3000 Stromversorgung
7138,RFT,UNI1O,Messgerät,78.18,ISO,Sonstige Messtechnik,RFT UNI1O Messgerät
7139,RFT,UNI7,Multimeter,78.18,ISO,Elektrische Messtechnik,RFT UNI7 Multimeter
7140,RFT,UNl11e,Messgerät,78.18,ISO,Sonstige Messtechnik,RFT UNl11e Messgerät
7141,RFT,UNl9,Multimeter,61.24,ISO,Elektrische Messtechnik,RFT UNl9 Multimeter
7142,RFT,VM3,Multimeter,78.18,ISO,Elektrische Messtechnik,RFT VM3 Multimeter
7143,RFT,VM4,Multimeter,78.18,ISO,Elektrische Messtechnik,RFT VM4 Multimeter
7144,RFT,VM70,Digitalmultimeter,106.86,ISO,Elektrische Messtechnik,RFT VM70 Digitalmultimeter
7145,Robin,K2002P,Messzange,29.97,ISO,Sonstige Messtechnik,Robin K2002P Messzange
7146,Robin,K2003,Messzange,29.97,ISO,Sonstige Messtechnik,Robin K2003 Messzange
7147,Robin,K2007,Messzange,29.97,ISO,Sonstige Messtechnik,Robin K2007 Messzange
7148,Robin,K2009,Strommesszange,29.97,ISO,Elektrische Messtechnik,Robin K2009 Strommesszange
7149,Robin,K2608,Messzange,29.97,ISO,Sonstige Messtechnik,Robin K2608 Messzange
7150,Robin,K3001B,Isolations-/Durchgangpr.,48.21,ISO,Sonstige Messtechnik,Robin K3001B Isolations-/Durchgangpr.
